date,415nm,445nm,480nm,515nm,555nm,590nm,630nm,680nm,clear,nir,photo_id,grain_type,numpy_file,r_mean,g_mean,b_mean
"2025-01-11,16:12:42",[  221] ,[ 1450] *,[  769] ,[ 1562] *,[ 1656] *,[ 1088] *,[  690] ,[  428] ,[ 1911] *,[   94] ,20250111_161242_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161242_foto_normalized.npy,0.11249,0.11368,0.11433
"2025-01-11,16:12:55",[  220] ,[ 1444] *,[  767] ,[ 1557] *,[ 1652] *,[ 1083] *,[  687] ,[  426] ,[ 1910] *,[   94] ,20250111_161255_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161255_foto_normalized.npy,0.11211,0.11345,0.11548
"2025-01-11,16:13:08",[  220] ,[ 1442] *,[  766] ,[ 1556] *,[ 1650] *,[ 1082] *,[  686] ,[  426] ,[ 1913] *,[   94] ,20250111_161308_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161308_foto_normalized.npy,0.11217,0.11284,0.1156
"2025-01-11,16:13:29",[  218] ,[ 1431] *,[  763] ,[ 1547] *,[ 1642] *,[ 1074] *,[  682] ,[  424] ,[ 1925] *,[   94] ,20250111_161329_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161329_foto_normalized.npy,0.11176,0.11315,0.11363
"2025-01-11,16:13:45",[  218] ,[ 1426] *,[  762] ,[ 1544] *,[ 1638] *,[ 1070] *,[  680] ,[  422] ,[ 1933] *,[   95] ,20250111_161345_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161345_foto_normalized.npy,0.11165,0.11319,0.11383
"2025-01-11,16:13:59",[  214] ,[ 1398] *,[  751] ,[ 1522] *,[ 1616] *,[ 1049] *,[  669] ,[  416] ,[ 1953] *,[   96] ,20250111_161359_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161359_foto_normalized.npy,0.11113,0.11209,0.11404
"2025-01-11,16:14:15",[  209] ,[ 1363] *,[  739] ,[ 1494] *,[ 1590] *,[ 1023] *,[  655] ,[  408] ,[ 1994] *,[   98] ,20250111_161415_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161415_foto_normalized.npy,0.11065,0.11254,0.11434
"2025-01-11,16:14:34",[  203] ,[ 1303] *,[  717] ,[ 1447] *,[ 1543] *,[  978] ,[  632] ,[  395] ,[ 2046] **,[  100] ,20250111_161434_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161434_foto_normalized.npy,0.11013,0.11148,0.11362
"2025-01-11,16:14:48",[  202] ,[ 1295] *,[  714] ,[ 1441] *,[ 1537] *,[  973] ,[  629] ,[  394] ,[ 2057] **,[  101] ,20250111_161448_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161448_foto_normalized.npy,0.11003,0.1116,0.11322
"2025-01-11,16:15:01",[  201] ,[ 1287] *,[  711] ,[ 1434] *,[ 1530] *,[  967] ,[  626] ,[  392] ,[ 2066] **,[  101] ,20250111_161501_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161501_foto_normalized.npy,0.10925,0.11021,0.1121
"2025-01-11,16:15:15",[  201] ,[ 1282] *,[  709] ,[ 1430] *,[ 1525] *,[  962] ,[  623] ,[  391] ,[ 2071] **,[  101] ,20250111_161515_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161515_foto_normalized.npy,0.11005,0.10996,0.11183
"2025-01-11,16:15:28",[  193] ,[ 1197] *,[  674] ,[ 1361] *,[ 1456] *,[  898] ,[  589] ,[  371] ,[ 2139] **,[  105] ,20250111_161528_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161528_foto_normalized.npy,0.1076,0.10917,0.1099
"2025-01-11,16:15:48",[  193] ,[ 1193] *,[  673] ,[ 1359] *,[ 1454] *,[  895] ,[  587] ,[  370] ,[ 2144] **,[  105] ,20250111_161548_foto.jpg,fosfato,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/fosfato/numpy_files/20250111_161548_foto_normalized.npy,0.10785,0.10928,0.11039
"2025-01-10,17:36:42",[  224] ,[ 1476] *,[  764] ,[ 1608] *,[ 1702] *,[ 1133] *,[  708] ,[  438] ,[ 1705] *,[   88] ,20250110_173642_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173642_foto_normalized.npy,0.10731,0.11044,0.11224
"2025-01-10,17:36:51",[  223] ,[ 1470] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1697] *,[   87] ,20250110_173651_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173651_foto_normalized.npy,0.10882,0.11137,0.1155
"2025-01-10,17:36:59",[  223] ,[ 1471] *,[  764] ,[ 1598] *,[ 1693] *,[ 1127] *,[  705] ,[  437] ,[ 1698] *,[   87] ,20250110_173659_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173659_foto_normalized.npy,0.11007,0.1114,0.1158
"2025-01-10,17:37:06",[  223] ,[ 1471] *,[  763] ,[ 1599] *,[ 1693] *,[ 1127] *,[  705] ,[  436] ,[ 1698] *,[   87] ,20250110_173706_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173706_foto_normalized.npy,0.10788,0.11064,0.1155
"2025-01-10,17:37:13",[  223] ,[ 1470] *,[  764] ,[ 1598] *,[ 1692] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173713_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173713_foto_normalized.npy,0.10993,0.11124,0.11584
"2025-01-10,17:37:25",[  223] ,[ 1470] *,[  763] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173725_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173725_foto_normalized.npy,0.10952,0.11134,0.1158
"2025-01-10,17:37:33",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173733_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173733_foto_normalized.npy,0.10746,0.10884,0.11257
"2025-01-10,17:37:41",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1690] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173741_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173741_foto_normalized.npy,0.10845,0.11203,0.1158
"2025-01-10,17:37:49",[  224] ,[ 1471] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173749_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173749_foto_normalized.npy,0.10907,0.11171,0.11573
"2025-01-10,17:37:57",[  223] ,[ 1471] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173757_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173757_foto_normalized.npy,0.10951,0.11129,0.11457
"2025-01-10,17:38:05",[  223] ,[ 1470] *,[  764] ,[ 1597] *,[ 1691] *,[ 1125] *,[  704] ,[  436] ,[ 1698] *,[   87] ,20250110_173805_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173805_foto_normalized.npy,0.10906,0.11101,0.11413
"2025-01-10,17:38:14",[  223] ,[ 1467] *,[  763] ,[ 1593] *,[ 1690] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173814_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173814_foto_normalized.npy,0.109,0.11118,0.1148
"2025-01-10,17:38:22",[  223] ,[ 1470] *,[  764] ,[ 1596] *,[ 1690] *,[ 1125] *,[  703] ,[  436] ,[ 1697] *,[   87] ,20250110_173822_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173822_foto_normalized.npy,0.10966,0.11093,0.11586
"2025-01-10,17:38:30",[  223] ,[ 1470] *,[  764] ,[ 1595] *,[ 1689] *,[ 1124] *,[  703] ,[  436] ,[ 1697] *,[   87] ,20250110_173830_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173830_foto_normalized.npy,0.10876,0.11076,0.11557
"2025-01-10,17:38:38",[  223] ,[ 1471] *,[  764] ,[ 1596] *,[ 1690] *,[ 1125] *,[  704] ,[  436] ,[ 1697] *,[   87] ,20250110_173838_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173838_foto_normalized.npy,0.11044,0.11163,0.11604
"2025-01-10,17:38:46",[  223] ,[ 1470] *,[  764] ,[ 1596] *,[ 1689] *,[ 1124] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_173846_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173846_foto_normalized.npy,0.11001,0.11226,0.11543
"2025-01-10,17:38:54",[  223] ,[ 1470] *,[  764] ,[ 1595] *,[ 1689] *,[ 1124] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_173854_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173854_foto_normalized.npy,0.10761,0.11172,0.11594
"2025-01-10,17:39:01",[  223] ,[ 1470] *,[  764] ,[ 1595] *,[ 1688] *,[ 1123] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_173901_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173901_foto_normalized.npy,0.10715,0.10986,0.11433
"2025-01-10,17:39:09",[  223] ,[ 1470] *,[  764] ,[ 1595] *,[ 1689] *,[ 1124] *,[  703] ,[  436] ,[ 1697] *,[   87] ,20250110_173909_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173909_foto_normalized.npy,0.10934,0.1111,0.1156
"2025-01-10,17:39:16",[  223] ,[ 1470] *,[  764] ,[ 1595] *,[ 1688] *,[ 1123] *,[  703] ,[  435] ,[ 1695] *,[   87] ,20250110_173916_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173916_foto_normalized.npy,0.10871,0.11152,0.1146
"2025-01-10,17:39:24",[  224] ,[ 1470] *,[  764] ,[ 1595] *,[ 1688] *,[ 1123] *,[  703] ,[  436] ,[ 1697] *,[   87] ,20250110_173924_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173924_foto_normalized.npy,0.10902,0.11189,0.11515
"2025-01-10,17:39:33",[  224] ,[ 1471] *,[  764] ,[ 1594] *,[ 1688] *,[ 1123] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_173933_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173933_foto_normalized.npy,0.1081,0.1117,0.1142
"2025-01-10,17:39:40",[  223] ,[ 1470] *,[  764] ,[ 1594] *,[ 1688] *,[ 1123] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_173940_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173940_foto_normalized.npy,0.10791,0.11224,0.11448
"2025-01-10,17:39:47",[  224] ,[ 1470] *,[  764] ,[ 1594] *,[ 1687] *,[ 1123] *,[  702] ,[  435] ,[ 1694] *,[   86] ,20250110_173947_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173947_foto_normalized.npy,0.10942,0.11175,0.11435
"2025-01-10,17:39:56",[  224] ,[ 1470] *,[  764] ,[ 1594] *,[ 1686] *,[ 1123] *,[  703] ,[  435] ,[ 1695] *,[   87] ,20250110_173956_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_173956_foto_normalized.npy,0.10837,0.11136,0.11475
"2025-01-10,17:40:04",[  224] ,[ 1470] *,[  764] ,[ 1594] *,[ 1687] *,[ 1123] *,[  703] ,[  436] ,[ 1696] *,[   86] ,20250110_174004_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174004_foto_normalized.npy,0.10937,0.1127,0.11439
"2025-01-10,17:40:12",[  224] ,[ 1470] *,[  764] ,[ 1593] *,[ 1687] *,[ 1123] *,[  703] ,[  435] ,[ 1695] *,[   87] ,20250110_174012_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174012_foto_normalized.npy,0.10916,0.1123,0.11439
"2025-01-10,17:40:19",[  223] ,[ 1469] *,[  764] ,[ 1593] *,[ 1686] *,[ 1122] *,[  702] ,[  435] ,[ 1695] *,[   86] ,20250110_174019_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174019_foto_normalized.npy,0.10763,0.11191,0.11489
"2025-01-10,17:40:27",[  224] ,[ 1471] *,[  765] ,[ 1593] *,[ 1687] *,[ 1123] *,[  703] ,[  436] ,[ 1695] *,[   87] ,20250110_174027_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174027_foto_normalized.npy,0.10755,0.1111,0.11447
"2025-01-10,17:40:35",[  223] ,[ 1470] *,[  764] ,[ 1593] *,[ 1687] *,[ 1122] *,[  702] ,[  435] ,[ 1696] *,[   86] ,20250110_174035_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174035_foto_normalized.npy,0.10865,0.11253,0.1153
"2025-01-10,17:40:42",[  224] ,[ 1471] *,[  765] ,[ 1594] *,[ 1687] *,[ 1123] *,[  703] ,[  436] ,[ 1696] *,[   87] ,20250110_174042_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174042_foto_normalized.npy,0.10837,0.11239,0.11549
"2025-01-10,17:40:49",[  224] ,[ 1471] *,[  765] ,[ 1593] *,[ 1687] *,[ 1122] *,[  703] ,[  436] ,[ 1697] *,[   86] ,20250110_174049_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174049_foto_normalized.npy,0.10928,0.11213,0.11503
"2025-01-10,17:40:57",[  224] ,[ 1470] *,[  765] ,[ 1593] *,[ 1686] *,[ 1122] *,[  702] ,[  435] ,[ 1693] *,[   87] ,20250110_174057_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174057_foto_normalized.npy,0.10962,0.11268,0.11467
"2025-01-10,17:41:06",[  224] ,[ 1470] *,[  764] ,[ 1593] *,[ 1684] *,[ 1121] *,[  701] ,[  435] ,[ 1692] *,[   86] ,20250110_174106_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174106_foto_normalized.npy,0.10921,0.11228,0.11542
"2025-01-10,17:41:14",[  223] ,[ 1470] *,[  764] ,[ 1592] *,[ 1686] *,[ 1122] *,[  702] ,[  435] ,[ 1694] *,[   86] ,20250110_174114_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174114_foto_normalized.npy,0.1091,0.11187,0.11558
"2025-01-10,17:41:22",[  224] ,[ 1470] *,[  765] ,[ 1592] *,[ 1686] *,[ 1122] *,[  702] ,[  435] ,[ 1694] *,[   86] ,20250110_174122_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174122_foto_normalized.npy,0.10856,0.11143,0.11452
"2025-01-10,17:42:48",[  224] ,[ 1470] *,[  765] ,[ 1592] *,[ 1686] *,[ 1121] *,[  702] ,[  435] ,[ 1694] *,[   86] ,20250110_174248_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174248_foto_normalized.npy,0.10803,0.11094,0.11537
"2025-01-10,17:43:10",[  224] ,[ 1472] *,[  765] ,[ 1593] *,[ 1687] *,[ 1122] *,[  701] ,[  435] ,[ 1694] *,[   86] ,20250110_174310_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174310_foto_normalized.npy,0.10763,0.11061,0.11547
"2025-01-10,17:43:17",[  224] ,[ 1472] *,[  765] ,[ 1593] *,[ 1687] *,[ 1122] *,[  701] ,[  435] ,[ 1696] *,[   86] ,20250110_174317_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174317_foto_normalized.npy,0.10817,0.11158,0.11509
"2025-01-10,17:43:38",[  225] ,[ 1474] *,[  766] ,[ 1594] *,[ 1688] *,[ 1123] *,[  701] ,[  435] ,[ 1695] *,[   86] ,20250110_174338_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174338_foto_normalized.npy,0.10792,0.11255,0.11647
"2025-01-10,17:43:55",[  224] ,[ 1472] *,[  766] ,[ 1592] *,[ 1687] *,[ 1121] *,[  701] ,[  434] ,[ 1700] *,[   86] ,20250110_174355_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174355_foto_normalized.npy,0.10825,0.11185,0.1162
"2025-01-10,17:44:18",[  223] ,[ 1464] *,[  763] ,[ 1585] *,[ 1679] *,[ 1115] *,[  698] ,[  433] ,[ 1710] *,[   87] ,20250110_174418_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174418_foto_normalized.npy,0.10841,0.11174,0.11461
"2025-01-10,17:44:34",[  222] ,[ 1455] *,[  761] ,[ 1578] *,[ 1672] *,[ 1108] *,[  695] ,[  432] ,[ 1721] *,[   87] ,20250110_174434_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174434_foto_normalized.npy,0.10791,0.11086,0.11592
"2025-01-10,17:44:47",[  222] ,[ 1458] *,[  762] ,[ 1580] *,[ 1675] *,[ 1111] *,[  696] ,[  432] ,[ 1717] *,[   87] ,20250110_174447_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174447_foto_normalized.npy,0.10744,0.11065,0.11442
"2025-01-10,17:45:02",[  221] ,[ 1452] *,[  760] ,[ 1575] *,[ 1669] *,[ 1105] *,[  692] ,[  430] ,[ 1724] *,[   88] ,20250110_174502_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174502_foto_normalized.npy,0.10764,0.11162,0.11523
"2025-01-10,17:45:18",[  223] ,[ 1465] *,[  764] ,[ 1585] *,[ 1678] *,[ 1115] *,[  698] ,[  433] ,[ 1705] *,[   87] ,20250110_174518_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174518_foto_normalized.npy,0.11011,0.1126,0.11646
"2025-01-10,17:45:34",[  223] ,[ 1464] *,[  763] ,[ 1583] *,[ 1677] *,[ 1113] *,[  697] ,[  433] ,[ 1703] *,[   87] ,20250110_174534_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174534_foto_normalized.npy,0.10773,0.11231,0.11529
"2025-01-10,17:45:51",[  223] ,[ 1462] *,[  764] ,[ 1582] *,[ 1675] *,[ 1112] *,[  696] ,[  432] ,[ 1709] *,[   87] ,20250110_174551_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174551_foto_normalized.npy,0.10825,0.11097,0.11454
"2025-01-10,17:46:37",[  223] ,[ 1463] *,[  764] ,[ 1583] *,[ 1678] *,[ 1113] *,[  696] ,[  432] ,[ 1710] *,[   87] ,20250110_174637_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174637_foto_normalized.npy,0.10895,0.11009,0.1153
"2025-01-10,17:48:06",[  223] ,[ 1460] *,[  765] ,[ 1580] *,[ 1673] *,[ 1110] *,[  696] ,[  433] ,[ 1714] *,[   87] ,20250110_174806_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174806_foto_normalized.npy,0.10718,0.11099,0.11409
"2025-01-10,17:48:31",[  223] ,[ 1457] *,[  764] ,[ 1577] *,[ 1670] *,[ 1107] *,[  694] ,[  432] ,[ 1717] *,[   87] ,20250110_174831_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174831_foto_normalized.npy,0.10763,0.11211,0.11547
"2025-01-10,17:48:44",[  220] ,[ 1441] *,[  759] ,[ 1565] *,[ 1658] *,[ 1095] *,[  688] ,[  428] ,[ 1736] *,[   88] ,20250110_174844_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174844_foto_normalized.npy,0.10882,0.11208,0.1145
"2025-01-10,17:49:10",[  220] ,[ 1440] *,[  759] ,[ 1565] *,[ 1659] *,[ 1095] *,[  687] ,[  427] ,[ 1735] *,[   88] ,20250110_174910_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174910_foto_normalized.npy,0.10934,0.1136,0.11725
"2025-01-10,17:49:22",[  219] ,[ 1433] *,[  756] ,[ 1558] *,[ 1651] *,[ 1088] *,[  684] ,[  426] ,[ 1742] *,[   88] ,20250110_174922_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174922_foto_normalized.npy,0.10876,0.11198,0.11456
"2025-01-10,17:49:33",[  218] ,[ 1430] *,[  755] ,[ 1555] *,[ 1649] *,[ 1086] *,[  683] ,[  425] ,[ 1744] *,[   88] ,20250110_174933_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174933_foto_normalized.npy,0.10665,0.11065,0.11274
"2025-01-10,17:49:47",[  218] ,[ 1429] *,[  755] ,[ 1555] *,[ 1648] *,[ 1085] *,[  682] ,[  426] ,[ 1744] *,[   88] ,20250110_174947_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174947_foto_normalized.npy,0.10675,0.11092,0.11327
"2025-01-10,17:49:57",[  218] ,[ 1429] *,[  755] ,[ 1554] *,[ 1647] *,[ 1085] *,[  682] ,[  425] ,[ 1745] *,[   88] ,20250110_174957_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_174957_foto_normalized.npy,0.1086,0.11251,0.11435
"2025-01-10,17:50:05",[  218] ,[ 1428] *,[  755] ,[ 1554] *,[ 1647] *,[ 1085] *,[  682] ,[  425] ,[ 1744] *,[   88] ,20250110_175005_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_175005_foto_normalized.npy,0.10851,0.1122,0.11477
"2025-01-10,17:50:27",[  218] ,[ 1425] *,[  754] ,[ 1552] *,[ 1643] *,[ 1081] *,[  681] ,[  424] ,[ 1748] *,[   88] ,20250110_175027_foto.jpg,conchuela,/home/alvaro/Documents/Workspace/midi/data/static_training//camera/processing_n2/data/files_mnsb_data/conchuela/numpy_files/20250110_175027_foto_normalized.npy,0.10777,0.11241,0.11448
